Station name,Threshold,type,obs_idx,sim_idx,Ratio within tolerance,Time difference,X diff,Y diff,Radar quality (0->100),Longitude,Latitude,Date (j/m/a hh:mm),Simulated gamma dose rate (nSv/h),Observed gamma dose rate (nSv/h),Peak type,Peak subtype,Validation,Code,Rain mean for last 1h,CloudBaseHeight,CloudTopHeight,Cloud type,Snow,Snow cover,BCS/(BCS+ICS) of Bi-214,Total wet deposit of Bi-214 (Bq/m2),Kz,Exhalation (Bq/m2/s),Sea coverage,Terrain std,Altitude,Nature,Obstacle,Position,Metropole,Select peak
LES AVENIERES_38_AGG_CP,10,OS,348,348,0.9853599612715291,0,0,0,83.0,5.573770046234131,45.633609771728516,15/06/2025 12:00,14.031527502400554,14.240001678466797,observed,simulated,True,No data,3.1270764,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.08348841398296092,573.9919806420803,0.3394179567694664,0.011158512905240059,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FN,602,603,0.38907135033294066,1,0,0,83.0,5.573770046234131,45.633609771728516,26/06/2025 02:00,4.016512903520786,10.32333246866861,observed,not simulated,True,No data,0.480527,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.03164888073483952,262.0152315298716,0.2630651692549388,0.014699694700539112,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FN,718,719,0.02829063365514841,1,0,0,0.0,5.573770046234131,45.633609771728516,30/06/2025 22:00,0.969897209421311,34.28333282470703,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,1.0,0.0,7.945988113681476,0.015804714523255825,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,False
LES AVENIERES_38_AGG_CP,10,SO,22,22,1.7485078112831556,0,0,0,83.0,5.573770046234131,45.633609771728516,01/06/2025 22:00,12.006421638149911,6.86666742960611,simulated,observed,True,No data,0.50565135,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.0286419154205521,870.2330347299576,8.765673875808716,0.006371634779497981,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FP,33,33,2.616869150144868,0,0,0,83.0,5.573770046234131,45.633609771728516,02/06/2025 09:00,12.408316561740573,4.741664886474609,simulated,not observed,True,No data,0.38506246,1375.0,8800.0,0.007000000216066837,-999.0,-999.0,0.09010967019021095,968.8126760323842,0.20586226880550385,0.006341203115880489,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FP,41,40,6.1150585338910854,-1,0,0,83.0,5.573770046234131,45.633609771728516,02/06/2025 17:00,54.434200896791296,8.901664733886719,simulated,not observed,True,No data,14.87024,1500.0,8800.0,0.007000000216066837,-999.0,-999.0,0.26811496328156276,2292.8616600433984,5.376583091914654,0.0052725381683558226,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FP,42,43,4.910310893867769,1,0,0,83.0,5.573770046234131,45.633609771728516,02/06/2025 18:00,19.371181221583544,3.945000966389969,simulated,not observed,True,No data,1.8435929,1125.0,8800.0,0.007000000216066837,-999.0,-999.0,0.26147965654878963,3842.5350284377732,10.201090653737387,0.005345229059457779,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LES AVENIERES_38_AGG_CP,10,FP,537,537,6.3251668155472185,0,0,0,83.0,5.573770046234131,45.633609771728516,23/06/2025 09:00,13.14580631850415,2.078333536783859,simulated,not observed,True,No data,1.1203489,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.08674375766404932,369.5076591639372,0.21453745911518732,0.0128174414858222,0.0,49.44313897592,243,brique et asphalte,False,Sur un toit Sur un mat,True,True
LAVAL_53_AGG_CP,10,OS,270,270,1.4332503054841013,0,0,0,85.0,-0.7668099999427795,48.070030212402344,12/06/2025 06:00,18.713476081233527,13.05666987101236,observed,simulated,True,No data,0.8335918,1874.9405517578125,8800.0,0.010999999940395355,-999.0,-999.0,0.2684670914919186,2132.754753112793,2.232667657236258,0.01483182143419981,0.0,23.70807033605,56,asphalte et beton,False,Mur,True,True
LAVAL_53_AGG_CP,10,OS,303,303,0.8605626951505966,0,0,0,85.0,-0.7668099999427795,48.070030212402344,13/06/2025 15:00,10.493126680055642,12.193332036336258,observed,simulated,True,No data,12.066849,1750.0,2250.0,0.0020000000949949026,-999.0,-999.0,0.5408417750977417,359.0870157877604,8.633249123891195,0.021476096473634243,0.0,23.70807033605,56,asphalte et beton,False,Mur,True,True
LAVAL_53_AGG_CP,10,OS,594,594,0.9883830599861049,0,0,0,85.0,-0.7668099999427795,48.070030212402344,25/06/2025 18:00,14.85375104165465,15.028334299723298,observed,simulated,True,No data,4.6172075,2500.0,8800.0,0.007000000216066837,-999.0,-999.0,0.7745566152210778,729.9870998462042,11.832958380381266,0.022799329832196236,0.0,23.70807033605,56,asphalte et beton,False,Mur,True,True
LAVAL_53_AGG_CP,10,FP,266,266,2.066677086825689,0,0,0,85.0,-0.7668099999427795,48.070030212402344,12/06/2025 02:00,16.0615271083131,7.77166748046875,simulated,not observed,True,No data,1.5334116,2750.0,7331.771484375,0.007000000216066837,-999.0,-999.0,0.07584108426773344,1409.088114420573,7.247288467983405,0.028189376927912235,0.0,23.70807033605,56,asphalte et beton,False,Mur,True,True
ANGERS_49_AGG_CP,10,OS,269,269,1.3139363442170042,0,0,0,88.0,-0.554768979549408,47.4676513671875,12/06/2025 05:00,18.3600697145625,13.973332722981766,observed,simulated,True,No data,1.3292967,1944.941650390625,8800.0,0.007000000216066837,-999.0,-999.0,0.16752658056189232,1803.30810546875,1.5505936021606128,0.020085827447474003,0.0,15.96756756742,48,herbe,False,Sur un mat,True,True
LA CROIX-VALMER_83_AGG_CP,10,FN,351,351,0.018181395309864838,0,0,0,92.0,6.571290016174316,43.21010971069336,15/06/2025 15:00,0.19629850723417233,10.796669006347656,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.05657934225394036,0.008287528984415834,7.6595908006032305,0.0,0.294731504689,55.00616566218,58,beton et grave,False,Sur un toit,True,False
BELLEGARDE_45_AGG_CP,10,OS,311,311,1.2790444505839975,0,0,0,78.0,2.450054883956909,47.992820739746094,13/06/2025 23:00,22.92474023113389,17.923333485921233,observed,simulated,True,No data,6.9252486,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.22005528321127363,644.2474815448126,10.34263547261556,0.026134628802537918,0.0,7.22217075399,109,grave et beton,False,Mur Sur un toit,True,True
BELLEGARDE_45_AGG_CP,10,FP,596,596,2.019831737088049,0,0,0,78.0,2.450054883956909,47.992820739746094,25/06/2025 20:00,19.902073739030968,9.85333251953125,simulated,not observed,True,No data,1.9501415,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.03694418360114295,1226.517100016276,14.825707594553629,0.026593783870339394,0.0,7.22217075399,109,grave et beton,False,Mur Sur un toit,True,True
ST-VALLIER_26_AGG_CP,10,OS,14,14,0.7527091686937151,0,0,0,86.0,4.818009853363037,45.17266082763672,01/06/2025 14:00,9.096491528776118,12.085001627604157,observed,simulated,True,No data,0.64377075,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.08167232523008071,318.55629623164015,1.1674047410488129,0.010024091694504023,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,OS,86,86,1.0286697407703398,0,0,0,86.0,4.818009853363037,45.17266082763672,04/06/2025 14:00,10.651874694789232,10.354999542236328,observed,simulated,True,No data,4.2005324,2250.0,3965.089111328125,0.007000000216066837,-999.0,-999.0,0.09348324850028655,1174.6297278404236,8.446393092473349,0.011860097758471966,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,OS,526,526,0.8691993218747982,0,0,0,84.0,4.818009853363037,45.17266082763672,22/06/2025 22:00,19.90756153674722,22.90333302815756,observed,simulated,True,No data,1.9849993,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.07511613920992165,869.250227759282,8.298429489135742,0.023068929091095924,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FN,510,511,0.2082572060098355,1,0,0,86.0,4.818009853363037,45.17266082763672,22/06/2025 06:00,2.4098824498441918,11.571664174397782,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.22192008132630733,0.009660816932106778,0.9467804382244746,0.02300072740763426,0.0,97.97353356553,136,beton,False,Sur un mat,True,False
ST-VALLIER_26_AGG_CP,10,FP,21,21,3.675766810130841,0,0,0,86.0,4.818009853363037,45.17266082763672,01/06/2025 21:00,18.997589439073703,5.168333689371735,simulated,not observed,True,No data,1.6700696,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.05261195489854001,1174.9285014073055,12.62276283899943,0.010123088024556637,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FP,27,26,2.4382345276560122,-1,0,0,84.0,4.818009853363037,45.17266082763672,02/06/2025 03:00,26.88966237174295,11.028333028157562,simulated,not observed,True,No data,4.819428,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.10804657433960357,2247.183272043864,4.985671063264211,0.01007577870041132,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FP,31,32,4.754523886734474,1,0,0,84.0,4.818009853363037,45.17266082763672,02/06/2025 07:00,19.549028021370596,4.111668904622405,simulated,not observed,True,No data,0.65272653,1125.0,8800.0,0.007000000216066837,-999.0,-999.0,0.058989275915770426,1851.7664189338684,0.3539326339960098,0.010352414101362228,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FP,43,43,30.065488912041758,0,0,0,86.0,4.818009853363037,45.17266082763672,02/06/2025 19:00,31.518697027332898,1.048334757486984,simulated,not observed,True,No data,0.6943564,1500.0,8800.0,0.007000000216066837,-999.0,-999.0,0.06979529315428824,2285.2188536326094,13.089027881622314,0.004748307866975665,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FP,91,91,2.0602847851726613,0,0,0,86.0,4.818009853363037,45.17266082763672,04/06/2025 19:00,11.17704600747671,5.425000508626297,simulated,not observed,True,No data,0.6002248,2250.0,3343.333251953125,0.007000000216066837,-999.0,-999.0,0.09537385205680017,1226.8236999511719,17.647789637247723,0.007223695982247591,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
ST-VALLIER_26_AGG_CP,10,FP,347,347,3.200587603800405,0,0,0,86.0,4.818009853363037,45.17266082763672,15/06/2025 11:00,17.352522543867543,5.421667734781892,simulated,not observed,True,No data,2.1106803,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.06948441427209319,699.0634180953106,0.22020998348792395,0.0214214650914073,0.0,97.97353356553,136,beton,False,Sur un mat,True,True
BEAUVAIS_60_AGG_CP,10,FN,256,255,0.02172634232149541,-1,0,0,90.0,2.0738139152526855,49.43748092651367,11/06/2025 16:00,0.2541982493638531,11.700002034505218,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,1.0,0.0,7.283571004867554,0.022233237512409687,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FN,304,305,0.05646194010805731,1,0,0,90.0,2.0738139152526855,49.43748092651367,13/06/2025 16:00,1.0366411830504962,18.359999338785812,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.03209015558957769,3.9017048401002e-14,9.631031036376953,0.023417549207806587,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FN,448,447,0.028469785017270786,-1,0,0,90.0,2.0738139152526855,49.43748092651367,19/06/2025 16:00,0.3065721016892037,10.768332163492843,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,1.0,0.0,9.710270325342814,0.02453006524592638,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FN,496,495,0.040209898042339556,-1,0,0,90.0,2.0738139152526855,49.43748092651367,21/06/2025 16:00,0.4492786513914798,11.17333475748697,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,1.0,0.0,8.723755647738775,0.0266412440687418,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FN,712,711,0.044212994886029325,-1,0,0,0.0,2.0738139152526855,49.43748092651367,30/06/2025 16:00,0.45767813367306176,10.351665496826172,observed,not simulated,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,1.0,0.0,7.919605394204457,0.025340242311358452,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FP,598,597,2.579788955648853,-1,0,0,90.0,2.0738139152526855,49.43748092651367,25/06/2025 22:00,29.56437906986853,11.459999084472656,simulated,not observed,True,No data,12.651841,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.1272095077802201,1270.6044088173658,13.755013465881348,0.021567839197814465,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FP,312,312,2.823998736302666,0,0,0,90.0,2.0738139152526855,49.43748092651367,14/06/2025 00:00,31.308727485579446,11.086664835611984,simulated,not observed,True,No data,3.1621702,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.22285071965439632,2569.6010971069336,10.644009828567505,0.014478340744972229,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
BEAUVAIS_60_AGG_CP,10,FP,603,602,2.3045674182093845,-1,0,0,90.0,2.0738139152526855,49.43748092651367,26/06/2025 03:00,23.037996510488767,9.996668497721345,simulated,not observed,True,No data,9.561711,2750.0,8800.0,0.007000000216066837,-999.0,-999.0,0.174763893200772,3449.0779876708984,4.914496789375941,0.01207395177334547,0.0,23.28732671086,68,beton,True,Mur Toit en obstacle,True,False
SURY-PRES-LERE_18_SIT_CP,10,OS,349,350,1.0556799679144466,1,0,0,88.0,2.854933977127075,47.49559020996094,15/06/2025 13:00,16.447491806015346,15.579998016357422,observed,simulated,True,No data,3.638572,500.0,7244.86669921875,0.010999999940395355,-999.0,-999.0,0.15557438637705268,781.8313927650452,3.309646671017011,0.021040423773229122,0.0,21.46882575575,141,herbe et asphalte,False,Sur un mat,True,True
SURY-PRES-LERE_18_SIT_CP,10,OS,598,598,1.1691096841934303,0,0,0,88.0,2.854933977127075,47.49559020996094,25/06/2025 22:00,24.71692694266947,21.141666412353516,observed,simulated,True,No data,1.8490273,2750.0,3559.697265625,0.007000000216066837,-999.0,-999.0,0.14404390147183205,1358.8275274087987,12.684983253479004,0.03094500955194235,0.0,21.46882575575,141,herbe et asphalte,False,Sur un mat,True,True
SURY-PRES-LERE_18_SIT_CP,10,FN,342,342,0.4698548648209873,0,0,0,88.0,2.854933977127075,47.49559020996094,15/06/2025 06:00,7.379852978717238,15.7066650390625,observed,not simulated,True,No data,1.1280987,1250.0,2000.0,0.0020000000949949026,-999.0,-999.0,0.21107941134150476,267.56801768392324,0.4249028066794078,0.019616344943642616,0.0,21.46882575575,141,herbe et asphalte,False,Sur un mat,True,True
PEZOU_41_AGG_CP,10,SO,604,604,1.6018410739870428,0,0,0,74.0,1.135409951210022,47.86383056640625,26/06/2025 04:00,15.436408401514612,9.636666615804032,simulated,observed,True,No data,5.548532,150.0,1250.0,0.007000000216066837,-999.0,-999.0,0.13052697099368013,655.6324495282024,1.9156540781259537,0.011625973507761955,0.0,20.85455498339,86,beton et herbe,False,Mur,True,True
PEZOU_41_AGG_CP,10,FP,310,310,4.398061258734691,0,0,0,74.0,1.135409951210022,47.86383056640625,13/06/2025 22:00,14.051798787051428,3.194998423258454,simulated,not observed,True,No data,0.0,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.09099645984766702,1300.3901443481445,11.563685099283854,0.019506541080772877,0.0,20.85455498339,86,beton et herbe,False,Mur,True,False
PEZOU_41_AGG_CP,10,FP,595,595,2.992058813634128,0,0,0,74.0,1.135409951210022,47.86383056640625,25/06/2025 19:00,16.715633564812205,5.586666107177734,simulated,not observed,True,No data,0.73434585,500.0,5000.0,0.007000000216066837,-999.0,-999.0,0.026342937593969495,613.3348650233262,13.156225681304932,0.023985324427485466,0.0,20.85455498339,86,beton et herbe,False,Mur,True,True
BAR-LE-DUC_55_AGG_CP,10,OS,32,31,0.530102166779634,-1,0,0,92.0,5.172657012939453,48.764678955078125,02/06/2025 08:00,7.248263707987368,13.673333485921226,observed,simulated,True,No data,1.728604,1000.0,3983.500244140625,0.007000000216066837,-999.0,-999.0,0.22028385576600462,480.8028210504742,0.9766345918178558,0.009841225575655699,0.0,36.40006728678,187,metal,False,Sur un toit,True,True
