Date (j/m/a hh:mm);Simulated gamma dose rate (nSv/h);Observed gamma dose rate (nSv/h);Precipitations (mm/h - acc. prev.);Pressure (Pa);Temperature (K);Kz (m2/s);Meridional wind (m/s);Zonal wind (m/s);Cloud Base (m);Cloud Top (m);
31/07/2023 23:00;0.5404087206486115;nan;0.3202429294053997;98639.7560843894;314.20190021848896;26.585666912354633;23.363599790758045;25.82581387092531;703.27294921875;4784.39794921875;
01/08/2023 00:00;0.5389458652358279;nan;0.3183228376896597;98598.5390625;313.77532600367675;26.684755291120247;23.300503562394454;25.858477274033195;776.403564453125;4363.26513671875;
01/08/2023 01:00;0.5394326217557317;nan;0.2663711027504044;98542.04019657258;313.4747744793167;26.23122945884543;23.308877125631348;25.85430383682251;832.5719604492188;4318.6240234375;
01/08/2023 02:00;0.5702317104514469;nan;0.2950914579218045;98506.48403297811;313.2630618750225;26.35692665646977;23.1652897270053;25.907452654934698;803.010498046875;4369.55810546875;
01/08/2023 03:00;0.5920416930740569;nan;0.14810972848171067;98490.53884648618;313.0438883557298;26.432170428953686;22.66299378316021;26.175109056180798;850.4478759765625;4192.970703125;
01/08/2023 04:00;0.5647382614831011;nan;0.4807394528632752;98483.15817612327;312.77594324630525;25.98134808647468;22.333600470547303;26.1425145100888;756.3822021484375;4096.9873046875;
01/08/2023 05:00;0.6404278339798807;nan;0.2800207667316692;98488.97308827765;312.50555694158174;25.548452118059732;21.952721028266826;26.05927803549349;750.6559448242188;3807.89794921875;
01/08/2023 06:00;0.6072106161956838;nan;0.14637048313001758;98517.47884864631;312.38951975738945;26.255433384483585;21.773935803110565;25.90281044963392;767.50537109375;3283.18212890625;
01/08/2023 07:00;0.5279119787906718;nan;0.112095194493076;98578.8488983295;312.4214713804183;31.196160773836798;21.641462175963095;25.756713845213437;859.4283447265625;3438.3203125;
01/08/2023 08:00;0.4584942555890852;nan;0.10863860524238049;98598.0850014401;312.98423070951543;44.685526582605554;21.641149372202538;25.899163063954614;853.41748046875;3313.716552734375;
01/08/2023 09:00;0.3785864345129571;nan;0.06785653381981814;98608.27948588709;313.6997243995491;59.618311701694395;21.54727727324543;26.14205294294274;860.3353271484375;3106.451904296875;
01/08/2023 10:00;0.33846494096544816;nan;0.1214890237168027;98611.81455213134;314.50037753197455;73.21425759435249;21.550596511679217;26.354935523225553;924.232421875;3054.1025390625;
01/08/2023 11:00;0.30831161618738623;nan;0.1429731805587814;98606.24713781683;315.14130644204977;82.0174415188451;21.582890955560675;26.551535398922518;922.4766845703125;2967.077392578125;
01/08/2023 12:00;0.2551789368529083;nan;0.19333195789021865;98598.1431811636;315.70171943348123;86.0983410599869;21.57606692710239;26.70681667005995;989.163330078125;3170.1015625;
01/08/2023 13:00;0.23888500181025685;nan;0.13485114348357305;98590.87924827189;316.10837790493594;87.90280664049536;21.757627358606456;26.68272436636796;1033.5841064453125;3354.750244140625;
01/08/2023 14:00;0.2333842285461874;nan;0.19007640059346392;98589.46205357143;316.3578626219578;85.34097593061385;21.809825008172833;26.817736188559213;996.6665649414062;3521.892333984375;
01/08/2023 15:00;0.22150700812148624;nan;0.15557352501893906;98588.43537586405;316.3595675279468;81.38842299704179;21.7502133550352;26.816903860958977;1079.444580078125;3949.305419921875;
01/08/2023 16:00;0.20899893598234567;nan;0.08998255717271965;98576.19684259793;316.20735688802836;72.40877316500735;21.741492319783443;26.54435648128373;1062.9296875;4243.388671875;
01/08/2023 17:00;0.16792295742694133;nan;0.08398006717993772;98563.21208957373;315.92813208795366;60.3706707418789;21.842437919237852;26.17942591447572;1032.965576171875;4598.01806640625;
01/08/2023 18:00;0.15027804111778598;nan;0.11613743917904966;98562.39753744239;315.48008742090747;47.715536305981296;22.049144971616833;25.660553521377974;998.308837890625;4527.03564453125;
01/08/2023 19:00;0.19670908265180612;nan;0.10826549697768956;98527.23846126153;314.86913464805497;33.73807189953492;22.445913273347585;25.043082044541425;1068.1895751953125;4549.2158203125;
01/08/2023 20:00;0.23047632336281754;nan;0.20784515243405605;98537.55207733295;314.3077661189066;27.518288447285578;22.894506089672582;24.622331513838695;1074.5250244140625;4775.99072265625;
