Date (j/m/a hh:mm);Simulated gamma dose rate (nSv/h);Observed gamma dose rate (nSv/h);Precipitations (mm/h - acc. prev.);Pressure (Pa);Temperature (K);Kz (m2/s);Meridional wind (m/s);Zonal wind (m/s);Cloud Base (m);Cloud Top (m)
01/06/2025 21:00;2.9105563476425003;;0.319751459470478;99346.10650328196;294.33597609985907;7.294170513102725;2.3728241768057488;4.210199482079816;891.1259;3677.9482
01/06/2025 22:00;3.3304286918574157;;0.12885661941174775;99356.69244078196;293.8209900181043;6.44210986078602;2.4273651463859904;4.023666524940668;829.0747;3578.7139
01/06/2025 23:00;2.433154659865787;;0.0944922219549378;99371.33142480023;293.4046619711401;6.692498298778654;2.4478395191705933;4.114197147572115;854.134;3455.7732
02/06/2025 00:00;1.792416537869728;;0.10840463115127766;99359.39021475456;292.9972581558576;7.02777094036749;2.2816753039076993;4.1716550974739866;872.5931;3399.9326
02/06/2025 01:00;2.270156586570293;;0.32821539923820864;99382.52079765982;292.20314137358645;5.444085197565762;2.4438491324855858;3.9729010568799867;884.8616;3577.4607
02/06/2025 02:00;2.943096787591851;;0.2667111240794614;99379.48920876141;291.90300942338223;6.797342671243023;2.2653531936834805;3.711223602294922;931.5314;3735.1167
02/06/2025 03:00;2.6581187377897755;;0.10486339001818538;99369.81100171233;291.67581936213526;7.859911150209708;1.9403850342621218;3.645072802016724;974.6302;3549.405
02/06/2025 04:00;2.029690041149715;;0.11107464999249672;99370.73815639269;291.441900035562;7.4468171270606724;1.7608007757592794;3.7457493561996174;1012.3457;3445.029
02/06/2025 05:00;1.7617926715108347;;0.12263841976700818;99389.43612656964;291.25902254287513;7.892143765370868;1.8113327323157153;3.8635621808435276;901.48834;3367.9546
02/06/2025 06:00;1.7230197570950239;;0.16626767065592926;99427.34271546804;291.3209115642391;11.07567585443389;1.8031686157515467;3.7238538365249765;960.8563;3341.779
02/06/2025 07:00;2.116919301769861;;0.13417996840257002;99479.38381135845;291.31869513803423;14.470502182365008;1.999145840693076;3.304276208491086;1052.8651;3768.5437
02/06/2025 08:00;2.2111177387596856;;0.24943432861250148;99496.05955693492;291.85510574410495;25.862932837274794;2.0316169051603374;3.477282615557109;1093.267;3919.0845
02/06/2025 09:00;2.1197153673116884;;0.09594680516891284;99509.19096033105;292.43312323583314;34.30760767957255;2.0036522269793298;3.5959835052490234;1139.9562;3807.1997
02/06/2025 10:00;1.6574185583789742;;0.02825131222231475;99516.14099957192;293.09911342951807;42.788618888110605;2.029604980995566;3.664528459174448;1142.7433;4091.3845
02/06/2025 11:00;1.184588177853568;;0.05588996501110035;99513.22905964612;293.70602486667025;49.957390038662304;2.013769408636918;3.8485516113533156;1118.3955;4401.57
02/06/2025 12:00;1.084260101831677;;0.11476170559111795;99484.595961758;294.16171996234215;52.32749495196016;1.8998392188802498;3.9911961484749345;1135.8359;4446.7046
02/06/2025 13:00;1.5458628403989567;;0.14720408507297453;99452.64403182078;294.6491180837971;52.95822935143154;1.941633539818138;4.1422363888104465;1060.7266;4015.6465
02/06/2025 14:00;2.006852103998142;;0.1736648362782105;99420.50824058219;294.82502649037264;51.10037940669142;1.9434208606186931;3.9319566431110853;1050.7772;4327.1255
02/06/2025 15:00;2.2037455236543786;;0.4740045045260085;99394.51245005708;294.99444273508846;48.83553781408017;1.9278751577545152;3.8466836185360402;1067.9229;4528.8223
02/06/2025 16:00;2.282475678880325;;0.3320057792873462;99370.93835616438;295.0462158760524;44.80261112065756;2.001832823334985;3.6782710018767615;941.5735;4694.1836
02/06/2025 17:00;2.126567102704785;;0.1818459505183326;99342.60773401827;295.0135102293807;38.79612102073757;2.1732769533375182;3.485650326648395;927.00006;4691.8813
02/06/2025 18:00;1.872472743232635;;0.10700072020081777;99325.63138555936;294.8111310288242;29.422984729584766;2.2769651774691257;3.255515111635809;901.5282;4630.4834
02/06/2025 19:00;1.5057785807080895;;0.12161683897460177;99304.42563855594;294.0829414123814;18.9399654995565;2.486700972709879;3.0018655480859486;909.4514;4543.5854
02/06/2025 20:00;1.281688169573604;;0.08685001553372229;99307.5676369863;293.65652040803815;5.664508232413089;2.5731114840271063;2.7566733681486513;893.311;4340.062
02/06/2025 21:00;1.158771455727924;;0.061561238446983094;99302.58149614726;293.1902467213809;3.5299794351741602;2.648034594394373;2.612579100358698;892.20154;4036.4438
02/06/2025 22:00;1.027334248801408;;0.012075647363039456;99280.78918735731;292.76504154292417;3.659641118286407;2.652064885252015;2.521031047688525;916.9118;3772.7751
02/06/2025 23:00;0.9602541234178354;;0.004523195972725681;99251.79769549087;292.42445854291526;3.7502112994863563;2.732389543157658;2.477382124057167;867.7682;3723.6611
03/06/2025 00:00;0.9721250386660788;;0.009147190850347145;99203.3357234589;292.0978680615011;4.000124613750199;2.852030947973492;2.287828579428074;933.88184;3722.0544
03/06/2025 01:00;1.0404900147822551;;0.01442132880018182;99173.44754209474;291.23953135590574;3.622853407202518;2.9378255661289936;2.2927214583125792;919.4007;3917.5027
03/06/2025 02:00;1.1178576856463824;;0.009327112041099091;99132.54095319635;290.94271167772547;3.785256326606829;3.1833787082830556;2.3296501587578797;897.8532;4034.7932
03/06/2025 03:00;1.2184584688531808;;0.04648306011115987;99082.89137414383;290.7657523656;3.9931186198439774;3.41386135457377;2.3430839147946063;921.5793;4047.3508
03/06/2025 04:00;1.3550002232198874;;0.03171644925424769;99040.67984803082;290.59489587235123;4.21020875629633;3.64602320824434;2.4890569343325177;879.9833;4040.679
03/06/2025 05:00;1.3791653185732313;;0.028784895717106827;99017.98831692351;290.54145562158874;4.52619100865572;3.7628100129875905;2.667925949821878;841.50336;4043.5818
03/06/2025 06:00;1.3211834662071098;;0.02523854670867528;99009.6224493436;290.97408493251015;5.121612139182276;3.873520094567493;2.8366931797250823;861.59155;4012.2527
03/06/2025 07:00;1.1977485667132641;;0.021102477894185886;99033.61866795091;291.69576043952003;8.737723790313282;4.125133813116444;3.0381540060043335;944.93835;4089.0862
03/06/2025 08:00;1.0515323121189104;;0.005894743208029227;99024.93268407535;293.0765686035156;23.60595833455727;4.429108296082989;3.5112724972412535;920.09064;3954.5696
03/06/2025 09:00;0.8239637011360926;;0.014687072839815176;99005.6433005137;294.2780251698951;43.60636927850851;4.752616537512136;3.913858526976836;874.2208;4173.3066
03/06/2025 10:00;0.690459530937156;;0.00858834291038584;98988.36713398973;295.2871301381011;54.92223417959665;5.043012149113158;4.2406810796516625;835.6351;4364.8794
03/06/2025 11:00;0.6107122149302391;;0.013564528956941274;98964.32462899544;296.1065825719267;60.77579871595722;5.104154983505641;4.496986348989959;855.8124;4413.026
03/06/2025 12:00;0.5888105486874543;;0.01572986634354613;98934.69734589041;296.80647424149186;63.647182284969176;5.1097948603144925;4.771372124613858;871.7901;4520.394
03/06/2025 13:00;0.5437112357110787;;0.05612597430601172;98899.97433290526;297.28133632712166;68.18632134318896;5.056118186197528;4.963428944257858;932.1296;4469.394
03/06/2025 14:00;0.5678342472053751;;0.03966165614233578;98863.1224493436;297.60958952881975;67.02080961708064;5.028810680276166;5.084987997725929;883.0407;4432.1733
03/06/2025 15:00;0.6236254884489362;;0.06317692349365057;98825.98749643264;297.74170242379245;63.634871969688426;4.84066719458902;5.177779977869021;910.4557;4519.274
03/06/2025 16:00;0.6702339932270448;;0.047207004454446165;98799.3264661815;297.65032673317546;56.592506010136375;4.6088179306480095;5.231464267960536;972.1338;4362.899
03/06/2025 17:00;0.6411903559020314;;0.0691176994903583;98783.95437357305;297.3181070824192;45.09452631821235;4.266563801137416;5.276328928803719;1065.4376;4312.739
03/06/2025 18:00;0.5660036136825851;;0.06957955934643133;98784.62098672945;296.8127792567423;31.335798911614233;3.9166418730095773;5.146292228889588;1081.6995;4369.3384
03/06/2025 19:00;0.4781232016190823;;0.06666647273723937;98783.30763056508;295.7062600889162;13.730570290254676;3.980775948715945;4.880842876216592;917.5687;4083.76
03/06/2025 20:00;0.45400371235901626;;0.050118277376713274;98810.03419306508;294.94201451131744;7.290921446225142;3.858586399639493;4.550159635277439;955.92346;4157.0137
03/06/2025 21:00;0.5413404050444022;;0.07323218488026002;98822.58133561644;294.27395978256993;6.5350637142993;3.8125818282287125;4.318663562269515;957.586;4274.0015
03/06/2025 22:00;0.7408502765866443;;0.13271844676491373;98819.14768835617;293.72032116754957;6.860411203547155;3.7961056733240275;4.244463093204585;953.6097;4403.5513
03/06/2025 23:00;0.8845627626795303;;0.1153710298878077;98800.34069991438;293.2439093045448;6.721931972596199;3.6358044408772088;4.11250185864429;991.73914;4442.356
04/06/2025 00:00;1.1443206808743966;;0.20940534103412997;98767.75287171804;292.7716268600394;6.769885120054358;3.6408671919069335;4.082982568380202;1012.54956;4526.0376
04/06/2025 01:00;1.6045010488966478;;0.2858406752611077;98745.94559788813;292.016248729131;6.309441251569687;3.909060158141672;3.8440379097156194;978.35394;4540.1226
04/06/2025 02:00;1.9943451972274542;;0.18128165397550192;98733.13967965182;291.6706813307113;6.879089413542453;4.1179047196967415;3.769720902241188;963.259;4303.283
04/06/2025 03:00;1.9586676137796428;;0.15021415513356218;98725.42428296233;291.36579470003034;6.934065881283043;4.2778587755002935;3.744866081254055;1051.028;4378.3975
04/06/2025 04:00;1.8212308163603188;;0.1371789180570533;98716.3872716895;291.15900626683344;7.555229489423641;4.347630219916775;3.562538896946738;1095.2628;4437.24
04/06/2025 05:00;1.8392315667756065;;0.19945244959406194;98709.31034175228;291.046148082437;9.240915896583637;4.45560096524928;3.612459040974101;1015.8253;4338.557
04/06/2025 06:00;1.7904895941255705;;0.21551225134639332;98716.47331621005;291.1669664078107;12.432797894460153;4.579977987019439;3.6553757517836716;1001.49994;4257.4717
04/06/2025 07:00;1.6926609816120184;;0.1278778419083837;98729.62951269977;291.3016627760238;17.912707218738724;4.699816932416942;3.5586883473193027;992.8675;4094.2996
04/06/2025 08:00;1.5489846028115934;;0.2047763678912907;98739.39718892695;291.8657433496763;29.27302895826564;5.05618703721695;3.860661003701697;1051.5668;3828.2144
04/06/2025 09:00;1.3755575735975536;;0.26085070217295114;98737.29760630708;292.36039963813676;38.66673359604867;5.275923549448518;4.262637726248127;1020.43396;4157.972
04/06/2025 10:00;1.416068032110418;;0.6729782628252694;98750.82084760274;292.7607542412466;45.20327069919948;5.226539006516269;4.6783223478761435;932.5832;3946.3481
04/06/2025 11:00;1.5717256373590447;;0.40406797893162494;98764.11984517695;293.1000786350198;47.88286250475879;5.233910114823343;4.9745022190488095;925.0252;3777.9426
04/06/2025 12:00;1.6039045862269699;;0.6632263529300544;98767.20806578196;293.4207228569135;52.01534763679385;5.112844128348784;5.310735942438653;1005.4519;4063.6729
04/06/2025 13:00;1.9874805204987602;;0.8616350826687184;98762.7937357306;293.3872854154404;52.01971742378114;4.527959054127574;5.076214349594767;1122.9185;4280.623
04/06/2025 14:00;2.323166768118705;;0.6880001096399373;98765.61904252283;293.49916522579105;48.06348601687853;4.431562155417112;5.068781695551915;1086.2917;4280.435
04/06/2025 15:00;2.3055244471057845;;0.5012040450621091;98765.85117009132;293.4986284508553;45.16708287229277;4.425232871176173;5.150985399988314;1007.42786;4384.6304
04/06/2025 16:00;1.9727760279181026;;0.3606879484975821;98771.41655964612;293.49820224988406;41.03498863054601;4.345829770458037;5.172780700123626;1099.3135;4241.8896
04/06/2025 17:00;1.740901599329598;;0.20832795411028301;98785.36160459474;293.43946294915185;34.745398198190614;4.282186595601833;5.341997383219789;1082.1587;4170.0576
04/06/2025 18:00;1.376182401551905;;0.11767188243814596;98819.75774115296;293.1844453158444;24.927096899377702;4.227191169512326;5.264292441015068;1203.3596;4033.4868
04/06/2025 19:00;1.202476094052506;;0.12161760969878468;98864.00506563927;292.5937624021208;15.352167140913608;4.273045539855957;4.9500982836548015;1267.4811;3903.3567
04/06/2025 20:00;1.120022469699442;;0.09459633107794678;98911.04089968608;292.13680507712166;6.418768734862543;4.357020012936534;4.611499303873452;1174.7764;3986.34
04/06/2025 21:00;0.9555628119515266;;0.16367247092899587;98945.3535602169;291.7346783642355;5.1431618180449155;4.614889554237122;4.369829974658192;1206.3866;3867.1929
04/06/2025 22:00;0.9360374673324028;;0.10583696327571966;98954.81301726599;291.361323456786;5.62755816079438;4.751534873764265;4.3816730075826245;1225.1869;3793.1145
04/06/2025 23:00;0.7854247581882213;;0.08353721442713177;98959.42808219178;291.0639854675014;5.6105351855629655;4.857931213768105;4.3044715065511205;1259.2761;3821.3552
05/06/2025 00:00;0.6756609916507912;;0.0622627291946404;98943.11174728881;290.79326312618167;5.976136757732799;4.976748481733069;4.276310590371175;1289.9797;3832.621
05/06/2025 01:00;0.6666767640533529;;0.0838813116721071;98931.62394763128;290.4635893939293;6.221429924986678;4.9324916652637665;3.977595790287216;1272.3181;4377.693
05/06/2025 02:00;0.873239839380699;;0.13307864781890116;98922.09198416096;290.2645251827153;6.0532631418544405;5.139358318538393;3.9537290862833734;1275.0107;3961.6736
05/06/2025 03:00;0.9292759276182952;;0.1347587537275602;98905.7106877854;290.09826583513933;6.0905008099326805;5.284527020077072;3.895177008532579;1374.1902;3705.924
05/06/2025 04:00;0.8735414975770137;;0.030402379467143553;98895.67244577626;289.9893475536886;6.250712693792228;5.446572416324857;3.86972941698498;1325.4534;3550.2705
05/06/2025 05:00;0.726544542049439;;0.02072142861125944;98895.07789312214;289.97525045316513;6.6812772370500655;5.564147463857226;3.9240413206023725;1263.3038;3334.2922
05/06/2025 06:00;0.6248991150898554;;0.03802829814546414;98909.39256920663;290.23595229893516;11.221529015020964;5.778258771754666;4.0870969428778645;1171.127;3313.461
05/06/2025 07:00;0.5111103510162673;;0.05195788711683663;98926.70594320777;290.71541947316905;22.313708543607362;6.050123047126142;4.0274575002269275;969.2011;3257.3762
05/06/2025 08:00;0.44479191535332163;;0.08004947195518507;98919.3345819064;291.4636701470641;34.234824245923186;6.255601536150869;4.332058706609469;1036.053;3307.9067
05/06/2025 09:00;0.39180262637849883;;0.07066531901643293;98900.04931863585;292.2536044882857;44.94829299596891;6.442650550904101;4.613050826023584;1099.2592;3480.5505
05/06/2025 10:00;0.3191175288052734;;0.08884126107850576;98893.8752497146;293.06452091861536;52.84185042364957;6.540456030789984;4.945284472403529;1066.1349;3742.3113
05/06/2025 11:00;0.2804443243121915;;0.05651624066489786;98892.9628460331;293.7608609830952;56.37961005565783;6.573560282238759;5.298986258500864;1043.0455;4154.533
05/06/2025 12:00;0.2846319024276784;;0.11506331026412973;98872.94522331622;294.27218718506975;56.1862267065266;6.591467950510108;5.38869666378758;1029.063;4217.2773
05/06/2025 13:00;0.3289964705063919;;0.08336410803941491;98842.55281464041;294.6487667832745;56.08180304368337;6.85823939430217;5.431999314124547;978.07996;4101.314
05/06/2025 14:00;0.35720784111921206;;0.12938971014453637;98826.52445419521;294.73085600273794;50.147240305872266;6.841332160253447;5.485410980106285;936.2161;4267.258
05/06/2025 15:00;0.3474657348588;;0.2533973493654766;98807.922980879;294.66084282583296;38.8162363333517;6.806000857779833;5.503716157166687;828.2289;4852.2866
05/06/2025 16:00;0.37880495843579653;;0.38191634807289154;98793.54320062786;294.4333229935877;27.93874663019289;6.73776686095875;5.411641292722649;766.6858;5237.148
05/06/2025 17:00;0.47293329188404215;;0.6515298945792792;98786.88350813356;294.05147423591785;18.93106350153004;6.555659488494164;5.289168824778485;800.55206;5387.5713
05/06/2025 18:00;0.5772726065857077;;0.6800877670364106;98798.25618935503;293.7213257393336;11.768530392959782;6.412168581251344;5.232020984637683;858.4142;5494.8335
05/06/2025 19:00;0.6659437514886896;;0.7565194494954787;98781.45105593608;293.3720953954409;8.27399771126438;6.43863958099083;5.3463861476289765;898.9935;5308.611
05/06/2025 20:00;0.7753313265050855;;0.7026873896128103;98815.06180436644;292.98226782393783;6.913276095198442;6.205447580814856;5.3824907206126476;935.1992;5351.9165
05/06/2025 21:00;0.8580990030837462;;0.44529428948477107;98845.33477811073;292.6661726720801;6.772729465746444;6.108218183389601;5.432558030164354;919.3027;4981.195
05/06/2025 22:00;0.819096748597468;;0.23038071289352358;98852.13179580479;292.43303649066246;6.8563088617504455;5.943054000740727;5.55204779723421;953.71576;4828.9346
05/06/2025 23:00;0.8052731680645739;;0.2364611798144141;98863.829819492;292.2635493866385;6.749188781669151;5.709784996223776;5.679861448058799;1072.1827;4570.127
06/06/2025 00:00;0.790135749271689;;0.11994880452416157;98866.4117258847;292.12520177832477;6.752247039892086;5.463622719028191;5.925344474783771;1184.833;4306.047
06/06/2025 01:00;0.7110241613163427;;0.11407067704785898;98870.78997217465;292.0031335560698;6.53607824193016;4.995519533255839;5.892775630680461;1147.365;4023.509
06/06/2025 02:00;0.6757653087001589;;0.13006934461494288;98892.21430864726;291.8105004715593;6.107801596561796;4.803006383722232;5.69114403400281;1219.0437;3820.1033
06/06/2025 03:00;0.6397630180676511;;0.11645031884444461;98913.96669877283;291.58114073592236;5.878537929119313;4.732686594566894;5.706483682364515;1078.2164;3833.867
06/06/2025 04:00;0.6053653524761943;;0.08318102365200457;98942.66680936073;291.3740067155394;5.775816636985024;4.547132269811038;5.621893848304224;1086.5695;3633.0442
06/06/2025 05:00;0.5917049222586626;;0.10129653511581661;98976.01084474886;291.2101819460795;5.708422026949931;4.552676569295145;5.308285864977991;1106.3883;3568.7825
06/06/2025 06:00;0.6118974419682678;;0.1356038595277329;99015.778449629;291.2994310213551;5.897261263981258;4.545108569318165;5.204945227467204;1130.0028;3535.6272
06/06/2025 07:00;0.6526444519378634;;0.16486440909352393;99048.69672160388;291.5603821636879;15.711932181223343;4.554678417235128;4.955006766250754;1162.1171;3501.9438
06/06/2025 08:00;0.6128555327776534;;0.18305926660148078;99074.65657106164;292.19015126685576;24.43374272037859;4.654283356108622;5.085061813724869;1124.1943;3584.4338
06/06/2025 09:00;0.4775092180591509;;0.09095690356456934;99076.18712542808;292.9554351388592;35.9868095246352;4.733269208098111;5.239887115362708;1053.3257;3570.3652
06/06/2025 10:00;0.3674699808365866;;0.13530600826324019;99090.67114369292;293.8070239759471;46.94864833722376;4.794899309062522;5.357583875897592;1058.6344;3650.4802
06/06/2025 11:00;0.3128403336726673;;0.06492030530658734;99091.83442137558;294.6130198300157;55.0824431234707;4.847825743827849;5.552360650459087;1119.5247;3407.8518
06/06/2025 12:00;0.26869669509234134;;0.08020709188693292;99082.59847674087;295.2112309704088;58.444866996615715;4.890941013935018;5.760089787208054;1176.3295;3599.874
06/06/2025 13:00;0.265342664313749;;0.14315235581739114;99065.70357091895;295.51042558504565;60.60872766906268;5.072925505572802;5.753486742984214;1182.5742;3635.2405
06/06/2025 14:00;0.2842213145091247;;0.12977037568721222;99049.27896689497;295.71101233077377;56.869463474374925;5.094155714936452;5.884645779863782;1213.7886;3761.6938
06/06/2025 15:00;0.3648086403395371;;0.06911464005955346;99038.74477382991;295.76805463120274;53.066721477056745;4.981308714984214;5.944080378001207;1134.5184;3914.2224
06/06/2025 16:00;0.4745684395074435;;0.16927357642277735;99029.77036957763;295.6687271605888;46.72958599235097;4.779630308051912;5.898184787852001;1238.9307;4172.89
06/06/2025 17:00;0.6642401806431573;;0.13224393922461358;99025.39515553653;295.31350345698667;34.666597678508936;4.5728747498129225;5.712691024898394;1148.4639;4511.636
06/06/2025 18:00;0.6912229259685349;;0.0728844618222774;99042.39237300228;294.7745433789954;22.017523392728748;4.295207526850552;5.395885680683093;1179.1688;4541.6123
06/06/2025 19:00;0.6659707457467613;;0.20374915300130622;99047.8109303653;294.19043986002606;12.432409235161462;4.138337282648365;5.152748822468465;1082.235;4509.3657
06/06/2025 20:00;0.750375572693368;;0.29145273540092453;99068.08713256278;293.44005915672267;5.612770575842901;4.066189229604788;4.62623017991826;1035.449;4672.8657
06/06/2025 21:00;0.8906435410885593;;0.12239436191383359;99081.24846603881;292.85615462908464;5.468379266355952;4.1492604465068625;4.430698985412513;1057.4142;4859.6084
06/06/2025 22:00;0.9056572679113147;;0.2034767819196411;99079.35871503995;292.34874471028644;5.3681778956766;4.348753751753128;4.265356962221141;1114.2278;4901.006
06/06/2025 23:00;1.0226740339456055;;0.2120312312350116;99071.77550656392;291.99010596427746;6.299182804377928;4.58506506694838;4.252802069966584;1217.0056;4843.171
07/06/2025 00:00;1.1447438519651392;;0.36307220883958774;99050.2409567637;291.7324853487755;6.4664126227027205;4.832043955782981;4.556954409395553;1226.4982;4797.339
07/06/2025 01:00;1.207558644985705;;0.24328651314800112;99024.61071275685;291.42537469733253;6.196534656192342;4.70691213833772;4.619848679898404;1306.2484;4766.014
07/06/2025 02:00;1.262442572539133;;0.38873587133312126;99010.54355736301;291.1973489561037;6.212909524911615;4.757152166236702;4.631758017068916;1384.0453;4581.415
07/06/2025 03:00;1.4378683342373628;;0.39355989134063535;98988.33352953767;291.0397347228168;6.390969377198176;4.8117014618556455;4.627013945735174;1277.8257;4441.7534
07/06/2025 04:00;1.396576331717119;;0.2678426748287033;98988.75082049087;290.87729069957993;6.334241626061261;4.909489206535971;4.808975379818362;1341.4552;4527.158
07/06/2025 05:00;1.189601142211794;;0.15230198700671227;98995.59082477169;290.7701861934575;6.340654213100536;4.962233006475242;5.044386242252677;1252.3694;4517.4985
07/06/2025 06:00;1.0453941342382493;;0.13938294503769783;99003.11237157535;290.90721457842824;8.089816627845373;4.980675157968626;5.170700317875963;1144.1254;4321.3843
07/06/2025 07:00;0.9138253503678953;;0.1318807367747862;99018.64276541096;291.4177998581978;17.779344497886424;5.057021073884858;5.301213744588167;1192.1528;4094.1104
07/06/2025 08:00;0.7169698648179705;;0.1532110991339161;99032.1392694064;291.947406577193;28.817946496041127;5.066698163535689;5.614681621975176;1176.0835;3976.0713
07/06/2025 09:00;0.6338897689131577;;0.11694795466277995;99036.87030893264;292.4917203999001;39.588915096842534;5.099008088967588;5.95477885273434;1122.0123;3940.6685
07/06/2025 10:00;0.7635945621728527;;0.2232288477302329;99053.87673016553;292.9342050770102;45.01401319711992;5.017397779014523;6.182232347037032;1089.4426;3906.7908
07/06/2025 11:00;0.9365573366907194;;0.3245764931854707;99053.25695633562;293.15746791613157;44.091923637103;4.9365079414129225;6.227545570616172;1116.8888;3895.8413
07/06/2025 12:00;0.8977703002815267;;0.1578631166303073;99038.83194206622;293.44203429897084;48.66798964503421;4.853232946901765;6.308167450529732;1100.1437;4113.2505
07/06/2025 13:00;0.7199299633867268;;0.18184399748057314;99011.00538670091;293.9139004363317;54.010053037508435;4.916724860838287;6.39940169973503;1080.0693;3879.1223
07/06/2025 14:00;0.7791926558644636;;0.13775658802322424;99008.8318172089;294.11584876770297;50.47395163247166;4.928586803722731;6.435826380375653;1123.1201;3726.23
07/06/2025 15:00;0.6779591814684691;;0.14449864995476341;99006.75326412672;294.24266379717824;49.6906709866981;4.846439189537796;6.524691384357983;1092.4192;3659.183
07/06/2025 16:00;0.5820233002388839;;0.14938044999051014;98990.54436001713;294.3179727493356;43.971578696989305;4.672350590240602;6.594109168365495;1099.0531;3742.032
07/06/2025 17:00;0.5055731305324622;;0.14049255785351028;98967.50608233447;294.2599101306097;37.162802529049245;4.533577609915694;6.555163825092387;1097.4712;3695.6099
07/06/2025 18:00;0.40358882439747057;;0.32744478176190567;98968.71159746005;293.99485911190783;25.830570714216528;4.451050220927559;6.473154424260196;1147.767;3786.1826
07/06/2025 19:00;0.406499211924708;;0.09904903455036182;98969.85537956622;293.322368813432;16.35282338927734;4.377471631715903;6.502204912374451;1010.75244;3766.5728
07/06/2025 20:00;0.38055247612880133;;0.15292061563819376;99015.25838327626;292.7719714717778;8.064411962923666;4.30091244011977;6.507915589541673;1002.43964;3795.1572
07/06/2025 21:00;0.3648149485782717;;0.06681774659762711;99054.57962328767;292.30787881650883;7.016855698300007;4.25263731126816;6.5178472315807525;929.8606;3697.8813
07/06/2025 22:00;0.35992803495403475;;0.22104950081535774;99080.6947595605;291.9147115907713;7.019955231820884;4.106133815166902;6.7604707170396905;894.6071;3692.6287
07/06/2025 23:00;0.3935826570005233;;0.03799099179694948;99111.77252782535;291.592383258419;7.0942641056087465;3.7185728308387507;6.853566825117695;891.8328;3492.3174
