name;latitude;longitude;date;obsvalue;validity;codevalidation;obs_withbackground;x_simu;y_simu;sea_coverage;terrain_std;Observed gamma dose rate (nSv/h);Potential maximum gamma dose rate (nSv/h);Simulated gamma dose rate (nSv/h);Min simulated 3x3 cells around (nSv/h);Max simulated 3x3 cells around (nSv/h);date_sim;ddd_sim_3x3;Date (j/m/a hh:mm);Precipitations (mm/h);Pressure (Pa);Temperature (K);Kz (m2/s);Meridional wind (m/s);Zonal wind (m/s);Cloud Base (m);Cloud Top (m)
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 00:00:00;1.0383332570393833;True;' ' ' ' ' ' ' ' ' ' ' ';52.88333384195963;133;139;0.0;10.23781388403;1.0383332570393833;;0.5387033592645085;;;2025-06-01 00:00:00;;2025-06-01 00:00:00;0.0;101014.546875;291.36749267578125;1.0637245178222656;-1.7930457592010498;3.199455738067627;1125.0;2000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 01:00:00;1.226666132609047;True;' ' ' ' ' ' ' ' ' ' ' ';53.0716667175293;133;139;0.0;10.23781388403;1.226666132609047;;0.5546895950371555;;;2025-06-01 01:00:00;;2025-06-01 01:00:00;0.0;101000.578125;290.7326965332031;5.3969879150390625;-1.061826467514038;1.4911043643951416;1000.0;2512.6934
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 02:00:00;2.2183329264322893;True;' ' ' ' ' ' ' ' ' ' ' ';53.93500010172526;133;139;0.0;10.23781388403;2.2183329264322893;;0.5244258640627747;;;2025-06-01 02:00:00;;2025-06-01 02:00:00;0.0;101034.0703125;290.53057861328125;2.1033666133880615;-0.35281023383140564;2.1459429264068604;1000.0;2250.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 03:00:00;1.9016660054524692;True;' ' ' ' ' ' ' ' ' ' ' ';52.9316660563151;133;139;0.0;10.23781388403;1.9016660054524692;;0.5493204524066597;;;2025-06-01 03:00:00;;2025-06-01 03:00:00;0.0;101020.75;290.5585632324219;0.6314361095428467;-1.3378838300704956;2.7394423484802246;1000.0;2250.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 04:00:00;2.9650001525878906;True;' ' ' ' ' ' ' ' ' ' ' ';53.99500020345052;133;139;0.0;10.23781388403;2.9650001525878906;;0.6180873196072467;;;2025-06-01 04:00:00;;2025-06-01 04:00:00;0.0;101019.1875;290.20050048828125;0.3473128378391266;-0.8211292028427124;1.9671354293823242;1250.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 05:00:00;2.936667124430336;True;' ' ' ' ' ' ' ' ' ' ' ';53.96666717529297;133;139;0.0;10.23781388403;2.936667124430336;;0.6879757993762808;;;2025-06-01 05:00:00;;2025-06-01 05:00:00;0.0;101055.2421875;289.8492431640625;0.2399800568819046;-0.5880734324455261;2.0211753845214844;500.0;5000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 06:00:00;2.424999237060547;True;' ' ' ' ' ' ' ' ' ' ' ';53.45499928792318;133;139;0.0;10.23781388403;2.424999237060547;;0.6292916383300595;;;2025-06-01 06:00:00;;2025-06-01 06:00:00;0.0;101081.796875;289.6955261230469;6.956367492675781;-0.6310295462608337;2.1515023708343506;1000.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 07:00:00;2.9549999237060547;True;' ' ' ' ' ' ' ' ' ' ' ';53.98499997456869;133;139;0.0;10.23781388403;2.9549999237060547;;0.4221402524415274;;;2025-06-01 07:00:00;;2025-06-01 07:00:00;0.0;101075.328125;289.53021240234375;14.414737701416016;-1.076630711555481;1.6835404634475708;625.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 08:00:00;3.5466670989990234;True;' ' ' ' ' ' ' ' ' ' ' ';54.576667149861656;133;139;0.0;10.23781388403;3.5466670989990234;;0.3484070697961153;;;2025-06-01 08:00:00;;2025-06-01 08:00:00;0.0;101091.296875;289.7049865722656;25.821910858154297;-0.4869021773338318;1.9427597522735596;375.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 09:00:00;3.245000203450516;True;' ' ' ' ' ' ' ' ' ' ' ';54.27500025431315;133;139;0.0;10.23781388403;3.245000203450516;;0.2978983758891024;;;2025-06-01 09:00:00;;2025-06-01 09:00:00;0.0;101095.125;289.8520202636719;26.957733154296875;-0.38859888911247253;2.825349807739258;375.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 10:00:00;2.114999771118164;True;' ' ' ' ' ' ' ' ' ' ' ';53.1449998219808;133;139;0.0;10.23781388403;2.114999771118164;;0.24208864893206922;;;2025-06-01 10:00:00;;2025-06-01 10:00:00;0.0;101111.2734375;290.3872375488281;29.194293975830078;-0.10143230855464935;3.4040441513061523;500.0;1500.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 11:00:00;2.428332646687821;True;' ' ' ' ' ' ' ' ' ' ' ';53.45833269755045;133;139;0.0;10.23781388403;2.428332646687821;;0.20226103506892218;;;2025-06-01 11:00:00;;2025-06-01 11:00:00;0.0;101090.3046875;290.8160095214844;18.93695831298828;0.09474903345108032;2.5501163005828857;1125.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 12:00:00;1.8666667938232422;True;' ' ' ' ' ' ' ' ' ' ' ';52.896666844685875;133;139;0.0;10.23781388403;1.8666667938232422;;0.20141237310790372;;;2025-06-01 12:00:00;;2025-06-01 12:00:00;0.0;101043.296875;292.3240966796875;55.11893844604492;0.4713814854621887;2.4447216987609863;1250.0;1375.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 13:00:00;1.0816663106282505;True;' ' ' ' ' ' ' ' ' ' ' ';52.11166636149088;133;139;0.0;10.23781388403;1.0816663106282505;;0.1887286225736584;;;2025-06-01 13:00:00;;2025-06-01 13:00:00;0.0;101000.546875;292.9396057128906;60.6798095703125;1.1674537658691406;2.001709222793579;500.0;5000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 14:00:00;1.3966662089029924;True;' ' ' ' ' ' ' ' ' ' ' ';52.426666259765625;133;139;0.0;10.23781388403;1.3966662089029924;;0.18211169876790334;;;2025-06-01 14:00:00;;2025-06-01 14:00:00;0.0;100955.84375;293.53851318359375;50.63288497924805;0.7099248170852661;1.4918465614318848;500.0;5000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 15:00:00;0.8150005340576172;True;' ' ' ' ' ' ' ' ' ' ' ';51.84500058492025;133;139;0.0;10.23781388403;0.8150005340576172;;0.18901624650223894;;;2025-06-01 15:00:00;;2025-06-01 15:00:00;0.0;100920.3515625;294.263671875;42.88901901245117;0.5853772163391113;1.378258228302002;1125.0;1750.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 16:00:00;1.1983343760172502;True;' ' ' ' ' ' ' ' ' ' ' ';52.22833442687988;133;139;0.0;10.23781388403;1.1983343760172502;;0.19932061372501114;;;2025-06-01 16:00:00;;2025-06-01 16:00:00;0.0;100902.1640625;294.5773010253906;40.80634307861328;-0.2119884490966797;1.3930821418762207;1125.0;1500.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 17:00:00;2.198333740234375;True;' ' ' ' ' ' ' ' ' ' ' ';53.22833379109701;133;139;0.0;10.23781388403;2.198333740234375;;0.20463233158744126;;;2025-06-01 17:00:00;;2025-06-01 17:00:00;0.0;100886.3515625;294.76318359375;38.13813400268555;-1.7445220947265625;1.6211071014404297;1375.0;1500.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 18:00:00;1.7599989573160784;True;' ' ' ' ' ' ' ' ' ' ' ';52.78999900817871;133;139;0.0;10.23781388403;1.7599989573160784;;0.2035034738379765;;;2025-06-01 18:00:00;;2025-06-01 18:00:00;0.0;100907.5703125;294.7796630859375;20.096738815307617;-1.0838711261749268;1.8283660411834717;500.0;5000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 19:00:00;1.173332850138344;True;' ' ' ' ' ' ' ' ' ' ' ';52.20333290100098;133;139;0.0;10.23781388403;1.173332850138344;;0.21644958774543616;;;2025-06-01 19:00:00;;2025-06-01 19:00:00;0.0;100883.0;294.3788146972656;20.2664794921875;-1.9187870025634766;0.6535863280296326;500.0;5000.0
PARIS-COURCELLES_75_AGG_CP;48.87705993652344;2.306663990020752;2025-06-01 20:00:00;1.5733331044514927;True;' ' ' ' ' ' ' ' ' ' ' ';52.603333155314125;133;139;0.0;10.23781388403;1.5733331044514927;;0.2360691232338591;;;2025-06-01 20:00:00;;2025-06-01 20:00:00;0.0;100918.7421875;293.5821533203125;6.988908290863037;-2.0537774562835693;1.6140137910842896;1500.0;1750.0
